codigo_estacion,institucion,fuente,nombre,altura,latitud,longitud,codigo_cuenca,nombre_cuenca,codigo_sub_cuenca,nombre_sub_cuenca,inicio_observaciones,fin_observaciones,cantidad_observaciones,inicio_automatica
AR000087270,GHCN,ghcn_ftp,Reconquista Aero,53,-29.183000000000003,-59.7,,,,,1961-01-01,2020-03-27,17810,-
ARM00087213,GHCN,ghcn_ftp,Chilecito Aero,945,-29.233,-67.433,,,,,1985-08-20,2017-03-02,364,-
AR000087217,GHCN,ghcn_ftp,La Rioja Aero.,438,-29.383000000000003,-66.817,,,,,1956-02-01,2020-03-28,19130,-
ARM00087289,GHCN,ghcn_ftp,Paso De Los Libres,70,-29.689,-57.152,,,,,1974-04-02,2020-03-29,6119,-
BR002957005,GHCN,ghcn_ftp,Uruguaiana (Aeropor,78,-29.783,-57.033,,,,,1973-02-03,1997-04-26,301,-
AR000000008,GHCN,ghcn_ftp,Curuzu Cuatia Aero,70,-29.783,-57.983000000000004,,,,,1977-05-20,1997-01-01,1229,-
AR000087257,GHCN,ghcn_ftp,Ceres Aero,88,-29.883000000000003,-61.95,,,,,1956-04-01,2020-03-27,18870,-
ARM00087244,GHCN,ghcn_ftp,Villa Maria Del Rio,341,-29.9,-63.683,,,,,1973-03-22,2020-03-27,4115,-
CI000085488,GHCN,ghcn_ftp,La Serena,146,-29.916999999999998,-71.2,,,,,1957-07-01,2020-03-29,11212,-
BRM00083967,GHCN,ghcn_ftp,Canoas,8,-29.945999999999998,-51.144,,,,,1977-11-19,2000-01-12,732,-
AR000873050,GHCN,ghcn_ftp,Jachal,1175,-30.25,-68.75,,,,,1961-01-01,2004-05-31,13431,-
UY000086315,GHCN,ghcn_ftp,Bella Union,53,-30.267,-57.583,,,,,1982-11-12,2010-04-22,3575,-
AR000000011,GHCN,ghcn_ftp,Monte Caseros Aero,53,-30.267,-57.65,,,,,1967-04-15,2020-03-28,6107,-
ARM00087320,GHCN,ghcn_ftp,Chamical Aero,461,-30.366999999999997,-66.283,,,,,1973-10-18,2020-03-28,4923,-
UY000086330,GHCN,ghcn_ftp,Est.Met.Artigas,121,-30.4,-56.52,,,,,1977-12-12,2016-12-12,7274,-
UYM00086350,GHCN,ghcn_ftp,Presidente General Don Oscar,223,-30.975,-55.476000000000006,,,,,1977-12-06,2020-03-27,5866,-
ARM00087395,GHCN,ghcn_ftp,Comodoro Pierrestegui,34,-31.296999999999997,-57.997,,,,,1974-03-27,2020-03-28,6309,-
AR000087344,GHCN,ghcn_ftp,Cordoba Aero,489,-31.316999999999997,-64.217,,,,,1956-02-02,2020-03-27,18844,-
BRM00083980,GHCN,ghcn_ftp,Bage,242,-31.333000000000002,-54.1,,,,,1977-06-22,1996-05-15,248,-
ARM00087322,GHCN,ghcn_ftp,Chepes,658,-31.333000000000002,-66.6,,,,,1973-10-04,1992-06-20,1151,-
UY000086360,GHCN,ghcn_ftp,Salto,33,-31.433000000000003,-57.967,,,,,1957-06-30,2018-09-23,5983,-
ARM00087311,GHCN,ghcn_ftp,San Juan,597,-31.570999999999998,-68.418,,,,,1973-04-23,2020-03-29,6670,-
ARM00087349,GHCN,ghcn_ftp,Pilar Observatorio,338,-31.666999999999998,-63.883,,,,,1973-04-02,2020-03-27,5007,-
UY000001405,GHCN,ghcn_ftp,Tacuarembo,134,-31.7,-55.983000000000004,,,,,1979-08-02,2016-04-19,3534,-
AR000087374,GHCN,ghcn_ftp,Parana Aero,74,-31.783,-60.483000000000004,,,,,1956-02-01,2020-03-27,19535,-
ARM00087328,GHCN,ghcn_ftp,Villa Dolores,584,-31.945,-65.146,,,,,1974-03-07,2020-03-28,5621,-
BR003252024,GHCN,ghcn_ftp,Rio Grande,2,-32.016999999999996,-52.083,,,,,1977-06-08,1997-04-08,348,-
UY000086430,GHCN,ghcn_ftp,Paysandu,61,-32.333,-58.033,,,,,1935-01-01,2017-01-04,23210,-
UY000001709,GHCN,ghcn_ftp,Melo,100,-32.35,-54.183,,,,,1977-12-03,2016-11-20,5194,-
UY000864400,GHCN,ghcn_ftp,Melo,100,-32.366,-54.183,,,,,1996-01-01,2003-12-31,2526,-
UY000001856,GHCN,ghcn_ftp,Young,80,-32.683,-57.633,,,,,1978-11-22,2014-10-31,5246,-
ARM00087467,GHCN,ghcn_ftp,Marcos Juarez,110,-32.684,-62.158,,,,,1973-07-13,2020-03-28,6170,-
CI000085543,GHCN,ghcn_ftp,Quintero,5,-32.783,-71.517,,,,,1964-05-22,1999-07-03,2105,-
UY000001915,GHCN,ghcn_ftp,Paso De Los Toros,75,-32.8,-56.516999999999996,,,,,1977-12-06,2018-08-30,6651,-
AR000087418,GHCN,ghcn_ftp,Mendoza Aero,704,-32.833,-68.783,,,,,1959-11-06,2020-03-29,18352,-
ARM00087420,GHCN,ghcn_ftp,Mendoza Observatorio,827,-32.883,-68.85,,,,,1973-08-22,2017-03-02,4,-
ARM00087480,GHCN,ghcn_ftp,Rosario,26,-32.904,-60.785,,,,,1965-03-16,2020-03-27,6510,-
ARM00087497,GHCN,ghcn_ftp,Gualeguaychu,23,-33.01,-58.613,,,,,1965-03-27,2020-03-28,6643,-
ARM00087416,GHCN,ghcn_ftp,San Martin,653,-33.083,-68.417,,,,,1973-01-13,2020-03-29,6283,-
ARM00087453,GHCN,ghcn_ftp,Rio Cuarto Area De Material,421,-33.085,-64.26100000000001,,,,,1974-03-07,2020-03-25,6131,-
UYM00086500,GHCN,ghcn_ftp,Treinta Y Tres,46,-33.217,-54.383,,,,,1967-10-24,2017-01-04,4459,-
UY000086490,GHCN,ghcn_ftp,Mercedes,17,-33.25,-58.067,,,,,1931-01-01,2020-03-28,26216,-
ARM00087436,GHCN,ghcn_ftp,San Luis,710,-33.273,-66.35600000000001,,,,,1957-07-05,2020-03-29,6623,-
UY000002206,GHCN,ghcn_ftp,Durazno,92,-33.35,-56.5,,,,,1957-07-05,2016-11-15,4991,-
CIM00085574,GHCN,ghcn_ftp,Arturo Merino Benitez Intl,474,-33.393,-70.786,,,,,1973-01-01,2020-03-27,8016,-
CIM00085577,GHCN,ghcn_ftp,Quinta Normal,520,-33.433,-70.683,,,,,2005-09-02,2020-03-27,2648,-
BRM00083997,GHCN,ghcn_ftp,St.Vitoria Do Palmar,24,-33.516999999999996,-53.35,,,,,1977-06-08,1989-04-26,394,-
CI000085585,GHCN,ghcn_ftp,Juan Fernandez,30,-33.633,-75.817,,,,,1963-01-06,2020-03-29,9120,-
ARM00087448,GHCN,ghcn_ftp,Villa Reynolds,485,-33.73,-65.387,,,,,1973-10-25,2020-03-29,5371,-
AR000087534,GHCN,ghcn_ftp,Laboulaye Aero,137,-34.133,-63.367,,,,,1950-01-01,2020-03-28,22684,-
UY000086562,GHCN,ghcn_ftp,La Estanzuela (Eele),14,-34.45,-57.85,,,,,1931-01-01,1996-12-31,23996,-
UYM00086560,GHCN,ghcn_ftp,Laguna De Los Patos Intl,21,-34.455999999999996,-57.771,,,,,1957-07-01,2017-11-12,5562,-
UY000086565,GHCN,ghcn_ftp,Rocha,18,-34.483000000000004,-54.3,,,,,1970-01-01,2020-03-29,15104,-
ARM00087548,GHCN,ghcn_ftp,Junin,80,-34.546,-60.931000000000004,,,,,1967-05-05,2020-03-28,7286,-
ARM00087582,GHCN,ghcn_ftp,Aeroparque Jorge Newbery,6,-34.559,-58.416000000000004,,,,,1973-11-17,2020-03-28,6002,-
AR000875850,GHCN,ghcn_ftp,Buenos Aires Observ,25,-34.583,-58.483000000000004,,,,,1908-09-02,2020-03-28,36126,-
ARM00087509,GHCN,ghcn_ftp,San Rafael,753,-34.588,-68.403,,,,,1973-04-23,2020-03-29,6688,-
ARM00087576,GHCN,ghcn_ftp,Ministro Pistarini,20,-34.821999999999996,-58.536,,,,,1957-07-06,2020-03-29,7146,-
UYM00086580,GHCN,ghcn_ftp,Carrasco Intl,32,-34.838,-56.031000000000006,,,,,1957-06-30,2018-09-19,7278,-
CI000085629,GHCN,ghcn_ftp,Curico,225,-34.967,-71.233,,,,,1957-09-08,2020-03-28,6943,-
ARM00087593,GHCN,ghcn_ftp,La Plata,22,-34.972,-57.895,,,,,1974-07-03,2020-03-28,5369,-
ARM00087596,GHCN,ghcn_ftp,Punta Indio B.A.,22,-35.367,-57.283,,,,,1957-06-30,2020-03-28,1258,-
ARM00087550,GHCN,ghcn_ftp,Nueve De Julio,76,-35.45,-60.883,,,,,1975-05-28,1991-05-30,559,-
ARM00087506,GHCN,ghcn_ftp,Malargue,1430,-35.494,-69.574,,,,,1967-06-05,2020-03-29,7261,-
ARM00087532,GHCN,ghcn_ftp,General Pico,140,-35.696,-63.758,,,,,1973-05-18,2020-03-28,3648,-
AR000875440,GHCN,ghcn_ftp,Pehuajo Aero,85,-35.867,-61.9,,,,,1959-01-01,2020-03-28,16187,-
ARM00087563,GHCN,ghcn_ftp,Las Flores,38,-36.067,-59.1,,,,,1975-05-28,2020-03-14,1523,-
ARM00087640,GHCN,ghcn_ftp,Bolivar Aero,94,-36.2,-61.067,,,,,1989-04-06,2020-03-29,3004,-
ARM00087648,GHCN,ghcn_ftp,Dolores Airport,9,-36.35,-57.733000000000004,,,,,1973-09-28,2020-03-29,5981,-
AR000087623,GHCN,ghcn_ftp,Santa Rosa Aero,192,-36.567,-64.266,,,,,1951-01-01,2020-03-29,21120,-
CIM00085672,GHCN,ghcn_ftp,General Bernardo O Higgins,151,-36.582,-72.031,,,,,1957-07-01,2020-03-28,2987,-
CIM00085682,GHCN,ghcn_ftp,Carriel Sur Intl,8,-36.773,-73.063,,,,,1973-01-03,2020-03-28,8818,-
ARM00087641,GHCN,ghcn_ftp,Azul Aero,147,-36.833,-59.883,,,,,1997-01-07,2020-03-29,4094,-
ARM00087643,GHCN,ghcn_ftp,Olavarria Aero,166,-36.883,-60.217,,,,,1987-10-03,2020-03-28,825,-
ARM00087645,GHCN,ghcn_ftp,Tandil,175,-37.236999999999995,-59.228,,,,,1973-08-24,2020-03-29,6577,-
ARM00087637,GHCN,ghcn_ftp,Coronel Suarez Aero,233,-37.433,-61.883,,,,,1974-06-18,1996-09-18,1110,-
ARM00087679,GHCN,ghcn_ftp,Pigue Airport,304,-37.6,-62.383,,,,,1973-06-05,1991-06-16,566,-
AR000087692,GHCN,ghcn_ftp,Mar Del Plata Aero,22,-37.933,-57.583,,,,,1956-02-01,2020-03-29,19215,-
ARM00087688,GHCN,ghcn_ftp,Tres Arroyos,122,-38.387,-60.33,,,,,1973-06-05,2020-03-29,3793,-
AR000877500,GHCN,ghcn_ftp,Bahia Blanca Aero,75,-38.733000000000004,-62.167,,,,,1956-02-02,2020-03-29,20010,-
CI000085743,GHCN,ghcn_ftp,Temuco,114,-38.75,-72.633,,,,,1963-01-03,2020-03-28,8642,-
AR000087715,GHCN,ghcn_ftp,Neuquen Aero,273,-38.95,-68.133,,,,,1956-08-01,2020-03-29,19524,-
ARM00087736,GHCN,ghcn_ftp,Rio Colorado,79,-39.016999999999996,-64.083,,,,,1973-08-24,1990-08-10,704,-
CIM00085766,GHCN,ghcn_ftp,Pichoy,18,-39.65,-73.086,,,,,1973-02-16,2020-03-28,5931,-
CIM00085782,GHCN,ghcn_ftp,Osorno,58,-40.6,-73.05,,,,,1973-02-16,2019-11-24,1172,-
ARM00087784,GHCN,ghcn_ftp,San Antonio Oeste Aero,20,-40.783,-65.1,,,,,1968-01-02,2020-03-29,6384,-
ARM00087791,GHCN,ghcn_ftp,Gobernador Castello,6,-40.869,-63.0,,,,,1973-01-20,2020-03-29,6670,-
ARM00087765,GHCN,ghcn_ftp,San Carlos De Bariloche,846,-41.151,-71.158,,,,,1957-07-01,2020-03-28,7379,-
ARM00087774,GHCN,ghcn_ftp,Maquinchao,888,-41.25,-68.733,,,,,1957-10-02,2020-03-29,4289,-
CI000085799,GHCN,ghcn_ftp,Puerto Montt,90,-41.433,-73.1,,,,,1963-08-07,2020-03-29,9330,-
ARM00087800,GHCN,ghcn_ftp,El Bolson,345,-41.943000000000005,-71.532,,,,,1995-03-02,2020-03-27,1959,-
ARM00087823,GHCN,ghcn_ftp,P.Madryn Aero,136,-42.733000000000004,-65.067,,,,,2008-03-25,2017-03-02,3,-
AR000087803,GHCN,ghcn_ftp,Esquel Aero,799,-42.933,-71.15,,,,,1957-07-17,2020-03-29,18064,-
AR000087828,GHCN,ghcn_ftp,Trelew Aero,43,-43.2,-65.266,,,,,1956-02-02,2020-03-29,20438,-
NZM00093781,GHCN,ghcn_ftp,Christchurch Intl,38,-43.489,172.532,,,,,1960-01-03,2020-03-29,10504,-
ASN00094010,GHCN,ghcn_ftp,Cape Bruny Lighthouse,55,-43.4892,147.145,,,,,1957-01-01,2020-03-11,22861,-
ASN00094041,GHCN,ghcn_ftp,Maatsuyker Island Lighthouse,147,-43.6578,146.27100000000002,,,,,1957-01-01,2020-03-11,22859,-
ARM00087814,GHCN,ghcn_ftp,Paso De Indios,460,-43.817,-68.883,,,,,1975-04-19,1997-09-27,1582,-
NZ000939870,GHCN,ghcn_ftp,Chatham Islands Aws,49,-43.95,-176.567,,,,,1956-10-01,2012-03-31,18841,-
NZ000937470,GHCN,ghcn_ftp,Tara Hills,488,-44.516999999999996,169.9,,,,,1949-11-01,2005-12-31,19710,-
CIM00085864,GHCN,ghcn_ftp,Teniente Vidal,311,-45.593999999999994,-72.10600000000001,,,,,1964-08-19,2020-03-29,3221,-
AR000087860,GHCN,ghcn_ftp,Comodoro Rivadavia,58,-45.783,-67.5,,,,,1956-02-01,2020-03-29,20529,-
CI000085874,GHCN,ghcn_ftp,Balmaceda,525,-45.917,-71.7,,,,,1973-02-16,2020-03-27,6752,-
NZ000093844,GHCN,ghcn_ftp,Invercargill Airpor,2,-46.417,168.333,,,,,1948-06-01,2020-03-29,25893,-
FSM00061997,GHCN,ghcn_ftp,Alfred Faure (Iles Crozet),142,-46.433,51.85,,,,,1976-07-09,2020-03-18,6965,-
ARM00087852,GHCN,ghcn_ftp,Perito Moreno Arpt,429,-46.516999999999996,-71.017,,,,,1978-12-27,2020-03-28,3383,-
SF000068994,GHCN,ghcn_ftp,Marion Island,21,-46.883,37.867,,,,,1952-01-01,2020-03-29,21506,-
ARM00087896,GHCN,ghcn_ftp,Puerto Deseado,81,-47.735,-65.904,,,,,1962-11-04,2020-03-29,1782,-
ARM00087880,GHCN,ghcn_ftp,Gobernador Gregores,356,-48.783,-70.167,,,,,1978-11-19,1997-04-17,858,-
ARM00087909,GHCN,ghcn_ftp,San Julian,58,-49.306999999999995,-67.803,,,,,1973-01-20,2020-03-28,7092,-
FRM00061998,GHCN,ghcn_ftp,Port-Aux-Francais (Iles Kergu,30,-49.35,70.25,,,,,1973-02-17,2020-03-29,9171,-
ARM00087904,GHCN,ghcn_ftp,El Calafate Aero,204,-50.266999999999996,-72.05,,,,,2003-03-30,2020-03-27,3530,-
ARM00087903,GHCN,ghcn_ftp,Lago Argentino Arpt,220,-50.333,-72.3,,,,,1962-09-07,2000-12-07,2720,-
NZM00093929,GHCN,ghcn_ftp,Enderby Island Aws,40,-50.483000000000004,166.3,,,,,2015-12-08,2020-03-29,625,-
FKM00088870,GHCN,ghcn_ftp,Mount Byron,480,-51.417,-60.567,,,,,2014-05-13,2020-03-22,289,-
AR000087925,GHCN,ghcn_ftp,Rio Gallegos Aero,19,-51.617,-69.283,,,,,1956-02-01,2020-03-27,19249,-
FKM00088881,GHCN,ghcn_ftp,Mount Kent,458,-51.667,-58.1,,,,,2014-05-13,2020-03-27,326,-
FKM00088889,GHCN,ghcn_ftp,Mount Pleasant,74,-51.823,-58.446999999999996,,,,,1987-06-02,2020-03-25,5359,-
FKM00088894,GHCN,ghcn_ftp,Mount Alice,361,-52.15,-60.6,,,,,2014-05-13,2020-03-29,443,-
NZ000939450,GHCN,ghcn_ftp,Campbell Island Aws,19,-52.55,169.167,,,,,1941-07-03,2020-03-29,23413,-
CI000085934,GHCN,ghcn_ftp,Punta Arenas,37,-53.0,-70.967,,,,,1963-07-12,2020-03-27,8377,-
ARM00087934,GHCN,ghcn_ftp,Rio Grande,20,-53.778,-67.749,,,,,1977-07-22,2020-03-27,1819,-
SXM00088900,GHCN,ghcn_ftp,Bird Island,2,-54.0,-38.05,,,,,2003-03-31,2020-03-29,3152,-
SXM00088903,GHCN,ghcn_ftp,Grytviken,3,-54.283,-36.5,,,,,1953-01-01,2020-02-15,3970,-
ASM00094998,GHCN,ghcn_ftp,Macquarie Island,8,-54.498999999999995,158.937,,,,,1973-04-26,2019-03-22,8119,-
ARM00087938,GHCN,ghcn_ftp,Ushuaia Malvinas Argentinas,22,-54.843,-68.296,,,,,1957-06-30,2020-03-27,6246,-
AYM00088968,GHCN,ghcn_ftp,Base Orcadas,8,-60.733000000000004,-44.733000000000004,,,,,1957-01-01,2020-03-28,20471,-
AYM00089054,GHCN,ghcn_ftp,Dinamet-Uruguay,17,-62.183,-58.85,,,,,1985-03-06,2016-10-15,5866,-
AYM00089050,GHCN,ghcn_ftp,Bellingshausen Aws,14,-62.183,-58.883,,,,,1980-10-02,2020-03-29,1745,-
AYM00089056,GHCN,ghcn_ftp,Centro Met. Antartico Pdte. E,48,-62.183,-58.983000000000004,,,,,1985-04-10,2020-03-27,7557,-
AYM00089251,GHCN,ghcn_ftp,King Sejong,11,-62.217,-58.75,,,,,1991-08-23,2020-01-14,2058,-
AYM00089058,GHCN,ghcn_ftp,Great Wall,10,-62.217,-58.967,,,,,1987-12-02,2020-03-27,1525,-
AYM00089053,GHCN,ghcn_ftp,Base Jubany,11,-62.233000000000004,-58.633,,,,,1985-05-21,2020-03-29,7662,-
AYM00089057,GHCN,ghcn_ftp,Base Arturo Prat,5,-62.5,-59.683,,,,,1985-07-02,2020-03-26,6270,-
AYM00089059,GHCN,ghcn_ftp,Base Bernardo O'Higgins,10,-63.317,-56.683,,,,,1985-07-02,2020-03-24,6542,-
AYM00088963,GHCN,ghcn_ftp,Base Esperanza,24,-63.4,-56.983000000000004,,,,,1961-01-01,2020-03-29,17901,-
AYM00089055,GHCN,ghcn_ftp,Base Marambio,198,-64.233,-56.717,,,,,1971-01-01,2020-03-27,14983,-
AYM00089061,GHCN,ghcn_ftp,Palmer Station,8,-64.766,-64.083,,,,,1980-04-23,2020-03-24,2882,-
AYM00089063,GHCN,ghcn_ftp,Vernadsky,11,-65.25,-64.267,,,,,1985-08-04,2020-03-29,4152,-
AYW00086101,GHCN,ghcn_ftp,Wilkes,12,-66.2667,110.56700000000001,,,,,1957-03-04,1963-12-31,2458,-
AYM00089809,GHCN,ghcn_ftp,Casey Skiway South,375,-66.283,110.76700000000001,,,,,2011-09-01,2020-02-18,1121,-
AYM00089611,GHCN,ghcn_ftp,Casey,41,-66.283,110.51700000000001,,,,,1969-03-01,2020-03-29,16750,-
AYM00089592,GHCN,ghcn_ftp,Mirnyj,40,-66.55,93.01700000000001,,,,,1974-05-28,2020-01-11,716,-
AYM00089642,GHCN,ghcn_ftp,Dumont D'Urville,43,-66.667,140.017,,,,,1985-07-01,2020-03-29,9834,-
AYM00089615,GHCN,ghcn_ftp,Wilkins Runway East,755,-66.683,111.53299999999999,,,,,2007-10-17,2019-10-08,1944,-
AYM00089062,GHCN,ghcn_ftp,Rothera,33,-67.567,-68.117,,,,,1979-02-16,2020-03-29,4424,-
AYM00089564,GHCN,ghcn_ftp,Mawson,16,-67.6,62.867,,,,,1954-03-01,2020-03-29,22233,-
AYM00089542,GHCN,ghcn_ftp,Molodeznaja,50,-67.667,45.85,,,,,1974-04-05,1999-06-29,1940,-
AYM00089066,GHCN,ghcn_ftp,Base San Martin,7,-68.117,-67.133,,,,,1976-10-23,2020-03-27,8610,-
AYM00089570,GHCN,ghcn_ftp,Davis (Whoop Whoop),547,-68.467,78.817,,,,,2011-08-27,2020-01-24,987,-
AYM00089571,GHCN,ghcn_ftp,Davis,13,-68.583,77.95,,,,,1957-03-01,2020-03-29,19222,-
AYM00089532,GHCN,ghcn_ftp,Syowa,21,-69.0,39.583,,,,,1973-01-29,2020-03-29,11318,-
AYM00089574,GHCN,ghcn_ftp,Progress,64,-69.383,76.383,,,,,1991-01-26,2020-03-28,4074,-
AYM00089657,GHCN,ghcn_ftp,Leningradskaya,291,-69.5,159.38299999999998,,,,,1978-07-17,1991-03-25,215,-
AYM00089001,GHCN,ghcn_ftp,Sanae Saf-Base,62,-70.3,-2.35,,,,,1973-01-05,1992-11-30,3382,-
AYM00089002,GHCN,ghcn_ftp,Neumayer,50,-70.667,-8.25,,,,,1982-02-01,2020-03-28,10002,-
AYM00089512,GHCN,ghcn_ftp,Novolazarevskaja,119,-70.767,11.833,,,,,1973-11-24,2020-03-29,7827,-
AYM00089514,GHCN,ghcn_ftp,Maitri,-1000,-70.767,11.75,,,,,1990-02-03,2020-01-15,4889,-
AYM00089065,GHCN,ghcn_ftp,Fossil Bluff,69,-71.317,-68.283,,,,,2003-01-23,2006-01-13,2,-
AYM00089004,GHCN,ghcn_ftp,S.A.N.A.E. Aws,817,-71.7,-2.8,,,,,2000-03-25,2020-03-29,6123,-
AYM00089504,GHCN,ghcn_ftp,Troll In Antarktis,1270,-72.017,2.383,,,,,2005-05-27,2020-03-28,2904,-
AYW00087701,GHCN,ghcn_ftp,Adare Hallett,5,-72.3,170.217,,,,,1957-02-01,1973-02-15,3759,-
AYM00089661,GHCN,ghcn_ftp,Cape Phillips,568,-73.517,169.75,,,,,1995-04-04,2005-10-26,215,-
AYM00089662,GHCN,ghcn_ftp,Base Baia Terra Nova,92,-74.7,164.1,,,,,1995-04-05,2020-01-19,552,-
AYW00057701,GHCN,ghcn_ftp,Eights,421,-75.2333,-77.1667,,,,,1961-12-01,1965-11-13,1092,-
AYM00089022,GHCN,ghcn_ftp,Halley,30,-75.45,-26.217,,,,,1956-06-18,2020-03-28,8401,-
AYW00057801,GHCN,ghcn_ftp,Siple Stn,54,-75.9167,-83.9167,,,,,1979-01-01,1988-01-25,1324,-
AYW00067402,GHCN,ghcn_ftp,Little Rockford,591,-76.2667,-147.5,,,,,1962-10-11,1963-02-16,129,-
AYM00089666,GHCN,ghcn_ftp,Cape Ross,150,-76.717,162.967,,,,,1995-04-04,2005-11-09,310,-
AYW00087602,GHCN,ghcn_ftp,Marble Point,48,-77.4167,163.683,,,,,1957-12-19,1993-11-18,120,-
AYW00057401,GHCN,ghcn_ftp,Ellsworth Igy,43,-77.7333,-41.1167,,,,,1957-03-01,1962-11-30,1274,-
AYM00089034,GHCN,ghcn_ftp,Base Belgrano Ii,256,-77.867,-34.617,,,,,1956-09-04,2020-03-14,7373,-
AYM00089664,GHCN,ghcn_ftp,Mcmurdo Sound Naf,24,-77.8833,166.733,,,,,1956-03-10,2011-12-31,16722,-
AYW00067601,GHCN,ghcn_ftp,Little America,32,-78.2,-162.25,,,,,1956-02-03,1958-12-30,1046,-
AYM00089606,GHCN,ghcn_ftp,Vostok,3488,-78.45,106.867,,,,,1979-04-28,2020-01-11,5582,-
AYW00067401,GHCN,ghcn_ftp,Little Rockford,651,-79.25,-147.5,,,,,1960-10-10,1962-02-07,241,-
AYW00077401,GHCN,ghcn_ftp,Plateau Stn,3505,-79.4667,40.5833,,,,,1965-12-15,1968-12-31,1086,-
AYW00068201,GHCN,ghcn_ftp,Byrd Stn,1543,-80.0167,-119.53299999999999,,,,,1957-01-10,1988-01-31,5715,-
AYW00068701,GHCN,ghcn_ftp,Brockton Stn,101,-80.0167,-178.417,,,,,1966-01-01,1969-12-30,257,-
AYW00088703,GHCN,ghcn_ftp,Little Jeana Stn,54,-81.3833,170.75,,,,,1965-01-01,1966-01-22,136,-
AYW00088702,GHCN,ghcn_ftp,Beardmore Camp,59,-83.4,174.75,,,,,1959-10-18,1963-02-28,417,-
AYW00090001,GHCN,ghcn_ftp,Amundsen-Scott,-1000,-90.0,0.0,,,,,1957-01-11,2020-03-27,17745,-
